,NC,source,feature,start,end,score,strand,frame,descr
262,NC_000012.12,BestRefSeq,CDS,9072653,9072871,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
263,NC_000012.12,BestRefSeq,CDS,9072359,9072486,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
264,NC_000012.12,BestRefSeq,CDS,9070488,9070578,.,-,1,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
265,NC_000012.12,BestRefSeq,CDS,9069745,9069813,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
266,NC_000012.12,BestRefSeq,CDS,9068740,9068842,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
267,NC_000012.12,BestRefSeq,CDS,9068183,9068224,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
268,NC_000012.12,BestRefSeq,CDS,9067823,9067839,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
269,NC_000012.12,BestRefSeq,mRNA,51907504,51923361,.,+,.,"ID=rna-NM_000020.3;Parent=gene-ACVRL1;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;Name=NM_000020.3;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
270,NC_000012.12,BestRefSeq,exon,51907504,51907695,.,+,.,"ID=exon-NM_000020.3-1;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
271,NC_000012.12,BestRefSeq,exon,51912470,51912535,.,+,.,"ID=exon-NM_000020.3-2;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
272,NC_000012.12,BestRefSeq,exon,51913099,51913350,.,+,.,"ID=exon-NM_000020.3-3;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
273,NC_000012.12,BestRefSeq,exon,51913559,51913770,.,+,.,"ID=exon-NM_000020.3-4;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
274,NC_000012.12,BestRefSeq,exon,51913974,51914073,.,+,.,"ID=exon-NM_000020.3-5;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
275,NC_000012.12,BestRefSeq,exon,51914439,51914585,.,+,.,"ID=exon-NM_000020.3-6;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
276,NC_000012.12,BestRefSeq,exon,51915225,51915500,.,+,.,"ID=exon-NM_000020.3-7;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
277,NC_000012.12,BestRefSeq,exon,51916036,51916233,.,+,.,"ID=exon-NM_000020.3-8;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
278,NC_000012.12,BestRefSeq,exon,51918985,51919115,.,+,.,"ID=exon-NM_000020.3-9;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
279,NC_000012.12,BestRefSeq,exon,51920759,51923361,.,+,.,"ID=exon-NM_000020.3-10;Parent=rna-NM_000020.3;Dbxref=Ensembl:ENST00000388922.9,GeneID:94,Genbank:NM_000020.3,HGNC:HGNC:175,MIM:601284;gbkey=mRNA;gene=ACVRL1;product=activin A receptor like type 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000020.3"
280,NC_000012.12,BestRefSeq,CDS,51912475,51912535,.,+,0,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
281,NC_000012.12,BestRefSeq,CDS,51913099,51913350,.,+,2,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
282,NC_000012.12,BestRefSeq,CDS,51913559,51913770,.,+,2,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
283,NC_000012.12,BestRefSeq,CDS,51913974,51914073,.,+,0,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
284,NC_000012.12,BestRefSeq,CDS,51914439,51914585,.,+,2,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
285,NC_000012.12,BestRefSeq,CDS,51915225,51915500,.,+,2,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
286,NC_000012.12,BestRefSeq,CDS,51916036,51916233,.,+,2,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
287,NC_000012.12,BestRefSeq,CDS,51918985,51919115,.,+,2,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
288,NC_000012.12,BestRefSeq,CDS,51920759,51920893,.,+,0,"ID=cds-NP_000011.2;Parent=rna-NM_000020.3;Dbxref=CCDS:CCDS31804.1,Ensembl:ENSP00000373574.4,GeneID:94,Genbank:NP_000011.2,HGNC:HGNC:175,MIM:601284;Name=NP_000011.2;gbkey=CDS;gene=ACVRL1;product=serine/threonine-protein kinase receptor R3 precursor;protein_id=NP_000011.2;tag=MANE Select"
289,NC_000012.12,BestRefSeq,mRNA,120725826,120740008,.,+,.,"ID=rna-NM_000017.4;Parent=gene-ACADS;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;Name=NM_000017.4;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
290,NC_000012.12,BestRefSeq,exon,120725826,120725931,.,+,.,"ID=exon-NM_000017.4-1;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
291,NC_000012.12,BestRefSeq,exon,120727026,120727189,.,+,.,"ID=exon-NM_000017.4-2;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
292,NC_000012.12,BestRefSeq,exon,120736986,120737135,.,+,.,"ID=exon-NM_000017.4-3;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
293,NC_000012.12,BestRefSeq,exon,120737356,120737467,.,+,.,"ID=exon-NM_000017.4-4;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
294,NC_000012.12,BestRefSeq,exon,120737837,120737988,.,+,.,"ID=exon-NM_000017.4-5;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
295,NC_000012.12,BestRefSeq,exon,120738280,120738450,.,+,.,"ID=exon-NM_000017.4-6;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
296,NC_000012.12,BestRefSeq,exon,120738533,120738670,.,+,.,"ID=exon-NM_000017.4-7;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
297,NC_000012.12,BestRefSeq,exon,120738820,120738915,.,+,.,"ID=exon-NM_000017.4-8;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
298,NC_000012.12,BestRefSeq,exon,120739140,120739196,.,+,.,"ID=exon-NM_000017.4-9;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
299,NC_000012.12,BestRefSeq,exon,120739296,120740008,.,+,.,"ID=exon-NM_000017.4-10;Parent=rna-NM_000017.4;Dbxref=Ensembl:ENST00000242592.9,GeneID:35,Genbank:NM_000017.4,HGNC:HGNC:90,MIM:606885;gbkey=mRNA;gene=ACADS;product=acyl-CoA dehydrogenase short chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000017.4"
300,NC_000012.12,BestRefSeq,CDS,120725886,120725931,.,+,0,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
301,NC_000012.12,BestRefSeq,CDS,120727026,120727189,.,+,2,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
302,NC_000012.12,BestRefSeq,CDS,120736986,120737135,.,+,0,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
303,NC_000012.12,BestRefSeq,CDS,120737356,120737467,.,+,0,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
304,NC_000012.12,BestRefSeq,CDS,120737837,120737988,.,+,2,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
305,NC_000012.12,BestRefSeq,CDS,120738280,120738450,.,+,0,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
306,NC_000012.12,BestRefSeq,CDS,120738533,120738670,.,+,0,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
307,NC_000012.12,BestRefSeq,CDS,120738820,120738915,.,+,0,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
308,NC_000012.12,BestRefSeq,CDS,120739140,120739196,.,+,0,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
309,NC_000012.12,BestRefSeq,CDS,120739296,120739448,.,+,0,"ID=cds-NP_000008.1;Parent=rna-NM_000017.4;Dbxref=CCDS:CCDS9207.1,Ensembl:ENSP00000242592.4,GeneID:35,Genbank:NP_000008.1,HGNC:HGNC:90,MIM:606885;Name=NP_000008.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADS;product=short-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000008.1;tag=MANE Select"
310,NC_000014.9,BestRefSeq,mRNA,73136507,73223691,.,+,.,"ID=rna-NM_000021.4;Parent=gene-PSEN1;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;Name=NM_000021.4;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
311,NC_000014.9,BestRefSeq,exon,73136507,73136583,.,+,.,"ID=exon-NM_000021.4-1;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
312,NC_000014.9,BestRefSeq,exon,73147795,73147876,.,+,.,"ID=exon-NM_000021.4-2;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
313,NC_000014.9,BestRefSeq,exon,73147967,73148106,.,+,.,"ID=exon-NM_000021.4-3;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
314,NC_000014.9,BestRefSeq,exon,73170797,73171047,.,+,.,"ID=exon-NM_000021.4-4;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
315,NC_000014.9,BestRefSeq,exon,73173566,73173707,.,+,.,"ID=exon-NM_000021.4-5;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
316,NC_000014.9,BestRefSeq,exon,73186853,73186920,.,+,.,"ID=exon-NM_000021.4-6;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
317,NC_000014.9,BestRefSeq,exon,73192644,73192864,.,+,.,"ID=exon-NM_000021.4-7;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
318,NC_000014.9,BestRefSeq,exon,73198031,73198129,.,+,.,"ID=exon-NM_000021.4-8;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
319,NC_000014.9,BestRefSeq,exon,73206386,73206472,.,+,.,"ID=exon-NM_000021.4-9;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
320,NC_000014.9,BestRefSeq,exon,73211769,73211942,.,+,.,"ID=exon-NM_000021.4-10;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
321,NC_000014.9,BestRefSeq,exon,73217126,73217244,.,+,.,"ID=exon-NM_000021.4-11;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
322,NC_000014.9,BestRefSeq,exon,73219134,73223691,.,+,.,"ID=exon-NM_000021.4-12;Parent=rna-NM_000021.4;Dbxref=Ensembl:ENST00000324501.10,GeneID:5663,Genbank:NM_000021.4,HGNC:HGNC:9508,MIM:104311;gbkey=mRNA;gene=PSEN1;product=presenilin 1%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000021.4"
323,NC_000014.9,BestRefSeq,CDS,73148020,73148106,.,+,0,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
324,NC_000014.9,BestRefSeq,CDS,73170797,73171047,.,+,0,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
325,NC_000014.9,BestRefSeq,CDS,73173566,73173707,.,+,1,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
